Title,Artist,Creation_Date,Accession_Number,Art_Type,Culture,Image
Square Wine Container (Fangyou),Unknown,c. 1250–1046 BC,1963.103,Metalwork,"China, Henan province, probably Anyang, late Shang dynasty (c.1600-c.1046 BC), Anyang phase (c.1250-1046 BC)",https://openaccess-cdn.clevelandart.org/1963.103/1963.103_web.jpg
Head of a Bodhisattva,Unknown,1100s,1923.54,Sculpture,"China, reportedly from Henan province, Northern Song (960-1127) to Jin dynasty (1115-1234)",https://openaccess-cdn.clevelandart.org/1923.54/1923.54_web.jpg
Vase,Unknown,1736–95,1963.514,Ceramic,"China, Qing dynasty (1644-1911), Qianlong mark and reign (1736-95)",https://openaccess-cdn.clevelandart.org/1963.514/1963.514_web.jpg
Mountains of the Immortals,"Chen Ruyan (Chinese, c. 1331–1371)",1279–1368,1997.95,Painting,"China, Yuan dynasty (1271-1368)",https://openaccess-cdn.clevelandart.org/1997.95/1997.95_web.jpg
"Album of Miscellaneous Subjects, Leaf 2","Fan Qi (Chinese, 1616-aft 1694)",early 1650s,1975.22.2,Painting,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1975.22.2/1975.22.2_web.jpg
"Album of Miscellaneous Subjects, Leaf 8","Fan Qi (Chinese, 1616-aft 1694)",early 1650s,1975.22.8,Painting,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1975.22.8/1975.22.8_web.jpg
Miniature Votive Stupa,Unknown,AD 435,1990.84,Sculpture,"China, Gansu province, Northern Wei dynasty (386-534)",https://openaccess-cdn.clevelandart.org/1990.84/1990.84_web.jpg
Plum Blossoms and Peonies,"Gao Fenghan (Chinese, 1683–1749)",1741,1980.13,Painting,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1980.13/1980.13_web.jpg
Stem Cup,Unknown,1426–35,1957.60,Ceramic,"China, Jiangxi province, Jingdezhen, Ming dynasty (1368-1644), Xuande mark and period (1426-1435)",https://openaccess-cdn.clevelandart.org/1957.60/1957.60_web.jpg
Brush Washer with Dragons,Unknown,1426–35,1964.166,Ceramic,"China, Jiangxi province, Jingdezhen, Ming dynasty (1368-1644), Xuande reign (1426-35)",https://openaccess-cdn.clevelandart.org/1964.166/1964.166_web.jpg
Dish,Unknown,1465–87,1989.288,Ceramic,"China, Jiangxi province, Jingdezhen, Ming dynasty (1368-1644), Chenghua mark and period (1465-1487)",https://openaccess-cdn.clevelandart.org/1989.288/1989.288_web.jpg
Plate with Grapes and Floral Sprays,Unknown,1403–25,1953.127,Ceramic,"China, Jiangxi province, Jingdezhen, Ming dynasty (1368-1644), Yongle period (1403-24)",https://openaccess-cdn.clevelandart.org/1953.127/1953.127_web.jpg
Pair of Roundback Armchairs: Lohan Type,Unknown,1600–1700s,1955.40,Furniture and woodwork,"China, Ming dynasty (1368-1644) or Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1955.40/1955.40_web.jpg
Round Box with Decoration of Two Pheasants and Peonies,Unknown,late 1200s,2011.34.a,Lacquer,"China, late Southern Song (1127-1279) - early Yuan dynasty (1271-1368)",https://openaccess-cdn.clevelandart.org/2011.34.a/2011.34.a_web.jpg
Round Box with Decoration of Two Pheasants and Peonies,Unknown,late 1200s,2011.34.b,Lacquer,"China, late Southern Song (1127-1279) - early Yuan dynasty (1271-1368)",https://openaccess-cdn.clevelandart.org/2011.34.b/2011.34.b_web.jpg
Shakyamuni under the Bodhi Tree,Unknown,1600–1650,1971.68,Painting,"China, Ming dynasty (1368–1644)",https://openaccess-cdn.clevelandart.org/1971.68/1971.68_web.jpg
Vase with Chi-Dragon Handles and Flowers and Birds,Unknown,1736–95,1942.712,Ceramic,"China, Jiangxi province, Jingdezhen kilns, Qing dynasty (1644-1911), Qianlong mark and period (1736-95)",https://openaccess-cdn.clevelandart.org/1942.712/1942.712_web.jpg
Roundback Armchair: Lohan Type,Unknown,1600s–1700s,1955.40.1,Furniture and woodwork,"China, Ming dynasty (1368-1644) or Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1955.40.1/1955.40.1_web.jpg
Potalaka Guanyin,Unknown,900s,1965.556,Sculpture,"China, Five dynasties (907-960)",https://openaccess-cdn.clevelandart.org/1965.556/1965.556_web.jpg
Bell (Bo Zhong),Unknown,early 400s BC,1962.44,Metalwork,"China, Eastern Zhou dynasty (770-256 BC)",https://openaccess-cdn.clevelandart.org/1962.44/1962.44_web.jpg
Brush Rest,Unknown,1127–1279,1957.42,Ceramic,"China, Southern Song dynasty (1127-1279)",https://openaccess-cdn.clevelandart.org/1957.42/1957.42_web.jpg
Bird on a Flowering Branch,Unknown,1100s,1985.371,Painting,"China, Southern Song dynasty (1127-1279)",https://openaccess-cdn.clevelandart.org/1985.371/1985.371_web.jpg
Incense Burner (Boshan Lu),Unknown,200–100 BC,1986.46.a,Metalwork,"China, Western Han dynasty (202 BC-AD 9)",https://openaccess-cdn.clevelandart.org/1986.46.a/1986.46.a_web.jpg
Incense Burner (Boshan Lu),Unknown,200–100 BC,1986.46.b,Metalwork,"China, Western Han dynasty (202 BC-AD 9)",https://openaccess-cdn.clevelandart.org/1986.46.b/1986.46.b_web.jpg
Carved Lacquer Scroll Box,Unknown,1736–95,1969.32,Lacquer,"China, Qing dynasty (1644–1911), Qianlong reign (1736–95)",https://openaccess-cdn.clevelandart.org/1969.32/1969.32_web.jpg
Ink Plum,"Peng Xu (Chinese, active 1488–1521)",late 1400s–early 1500s,1970.80,Painting,"China, Ming dynasty (1368–1644)",https://openaccess-cdn.clevelandart.org/1970.80/1970.80_web.jpg
Cleansing Medicinal Herbs in the Stream on a Spring Day,"Yu Zhiding (Chinese, 1647–c. 1716)",1703,2000.69,Painting,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/2000.69/2000.69_web.jpg
Wine Cups (Jue),Unknown,c. 1200 BC,1960.78,Metalwork,"China, late Shang dynasty (c.1600-c.1046 BC), Anyang phase (c.1250-1046 BC)",https://openaccess-cdn.clevelandart.org/1960.78/1960.78_web.jpg
Footed Platter with Design of Mythical Beasts amid Grapevines,Unknown,700s,1972.39,Silver,"China, Tang dynasty (618-907)",https://openaccess-cdn.clevelandart.org/1972.39/1972.39_web.jpg
Mirror with Clouds and Nebulae,Unknown,200–100 BC,1995.288,Metalwork,"China, Western Han dynasty (202 BC-AD 9)",https://openaccess-cdn.clevelandart.org/1995.288/1995.288_web.jpg
Cup and Stand,Unknown,1100s,1980.185,Ceramic,"China, Jiangxi province, Jingdezhen, Southern Song dynasty (1127-1279)",https://openaccess-cdn.clevelandart.org/1980.185/1980.185_web.jpg
Cup and Stand,Unknown,1100s,1980.185.a,Ceramic,"China, Jiangxi province, Jingdezhen, Southern Song dynasty (1127-1279)",https://openaccess-cdn.clevelandart.org/1980.185.a/1980.185.a_web.jpg
Cup and Stand (stand),Unknown,1100s,1980.185.b,Ceramic,"China, Southern Song dynasty (1127-1279)",https://openaccess-cdn.clevelandart.org/1980.185.b/1980.185.b_web.jpg
"Bamboo, Rocks and Lonely Orchids","Zhao Mengfu (Chinese, 1254–1322)",1271–1368,1963.515,Painting,"China, Yuan dynasty (1271-1368)",https://openaccess-cdn.clevelandart.org/1963.515/1963.515_web.jpg
The Mountain of Five Cataracts,"Chen Hongshou (Chinese, 1598/99–1652)",1650,1966.366,Painting,"China, Ming dynasty (1368–1644)",https://openaccess-cdn.clevelandart.org/1966.366/1966.366_web.jpg
"Scholar Reclining and Watching Rising Clouds, Poem by Wang Wei","Ma Lin (Chinese, c. 1185–after 1260)",1225–75,1961.421.1,Painting,"China, Southern Song dynasty (1127-1279)",https://openaccess-cdn.clevelandart.org/1961.421.1/1961.421.1_web.jpg
The Woodcutter of Luofu,"Chen Ruyan (Chinese, c. 1331–1371)",1366,1964.156,Painting,"China, Yuan dynasty (1271-1368)",https://openaccess-cdn.clevelandart.org/1964.156/1964.156_web.jpg
Miniature Mountain with Daoist Paradise,Unknown,1736–95,1941.594,Jade,"China, Qing dynasty (1644–1911), Qianlong reign (1736–95)",https://openaccess-cdn.clevelandart.org/1941.594/1941.594_web.jpg
Pair of Boxes in Form of Lotus Leaves,Unknown,1700s,1970.137,Ivory,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1970.137/1970.137_web.jpg
"Album of Miscellaneous Subjects, Leaf 10","Fan Qi (Chinese, 1616-aft 1694)",early 1650s,1975.22.10,Painting,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1975.22.10/1975.22.10_web.jpg
"Album of Miscellaneous Subjects, Leaf 3","Fan Qi (Chinese, 1616-aft 1694)",early 1650s,1975.22.3,Painting,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1975.22.3/1975.22.3_web.jpg
"Album of Miscellaneous Subjects, Leaf 4","Fan Qi (Chinese, 1616-aft 1694)",early 1650s,1975.22.4,Painting,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1975.22.4/1975.22.4_web.jpg
"Album of Miscellaneous Subjects, Leaf 5","Fan Qi (Chinese, 1616-aft 1694)",early 1650s,1975.22.5,Painting,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1975.22.5/1975.22.5_web.jpg
"Album of Miscellaneous Subjects, Leaf 6","Fan Qi (Chinese, 1616-aft 1694)",early 1650s,1975.22.6,Painting,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1975.22.6/1975.22.6_web.jpg
"Album of Miscellaneous Subjects, Leaf 7","Fan Qi (Chinese, 1616-aft 1694)",early 1650s,1975.22.7,Painting,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1975.22.7/1975.22.7_web.jpg
Listening to the Qin,"Tang Yin (Chinese, 1470–1523)",late 1400s–early 1500s,1977.199,Painting,"China, Ming dynasty (1368–1644)",https://openaccess-cdn.clevelandart.org/1977.199/1977.199_web.jpg
Li Tieguai; Liu Haichan,Unknown,1300s,1982.29,Painting,"China, Yuan dynasty (1271-1368)",https://openaccess-cdn.clevelandart.org/1982.29/1982.29_web.jpg
Bodhisattva,Unknown,700s,1929.981,Sculpture,"China, Hebei province, Tang dynasty (618-907)",https://openaccess-cdn.clevelandart.org/1929.981/1929.981_web.jpg
Bodhisattva Guanyin,Unknown,900s,1976.14,Sculpture,"China, Liao dynasty (916-1125)",https://openaccess-cdn.clevelandart.org/1976.14/1976.14_web.jpg
Landscapes in Various Styles after Old Masters,"Mei Qing (Chinese, 1623–1697)",1690,1962.157.10,Painting,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1962.157.10/1962.157.10_web.jpg
Herdboys and Buffalo in Landscapes,"Guo Min (Chinese, mid-late 1200s)",1200s,1999.216,Painting,"China, Qixian, Yuan dynasty (1271-1368)",https://openaccess-cdn.clevelandart.org/1999.216/1999.216_web.jpg
Layered Peaks and Splashing Waterfall: Portrait of Hua Yan as a Young Man,"Hua Yan (Chinese, 1682–c. 1765)",1705,2001.120,Painting,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/2001.120/2001.120_web.jpg
Shakyamuni Triad: Buddha Attended by Manjushri and Samantabhadra,Unknown,late 1300s,2009.342,Painting,"China, Fuzhou, Fujian Province, Yuan dynasty (1271-1368)",https://openaccess-cdn.clevelandart.org/2009.342/2009.342_web.jpg
Shakyamuni Triad: Buddha Attended by Manjushri and Samantabhadra (Bodhisattva with Lion),Unknown,late 1300s,2009.342.1,Painting,"China, Fuzhou, Fujian Province, Yuan dynasty (1271-1368)",https://openaccess-cdn.clevelandart.org/2009.342.1/2009.342.1_web.jpg
Shakyamuni Triad: Buddha Attended by Manjushri and Samantabhadra (Buddha),Unknown,late 1300s,2009.342.2,Painting,"China, Fuzhou, Fujian Province, Yuan dynasty (1271-1368)",https://openaccess-cdn.clevelandart.org/2009.342.2/2009.342.2_web.jpg
Shakyamuni Triad: Buddha Attended by Manjushri and Samantabhadra (Bodhisattva with Elephant),Unknown,late 1300s,2009.342.3,Painting,"China, Fuzhou, Fujian Province, Yuan dynasty (1271-1368)",https://openaccess-cdn.clevelandart.org/2009.342.3/2009.342.3_web.jpg
Bodhisattva Guanyin,Unknown,late 500s-early 600s,1962.162,Sculpture,"China, late Northern Qi (550-577) or early Sui dynasty (581-618)",https://openaccess-cdn.clevelandart.org/1962.162/1962.162_web.jpg
Phoenix-Headed Ewer,Unknown,1000s,1965.468,Ceramic,"China, possibly Guangdong province, Xicun, Northern Song dynasty (960-1127)",https://openaccess-cdn.clevelandart.org/1965.468/1965.468_web.jpg
Shakyamuni as an Ascetic,Unknown,early 1300s,1966.116,Sculpture,"China, Yuan dynasty (1271-1368)",https://openaccess-cdn.clevelandart.org/1966.116/1966.116_web.jpg
Chicken-Headed Ewer,Unknown,AD 220–589,1973.84,Ceramic,"China, Zhejiang province, Southern Dynasties period (420-589)",https://openaccess-cdn.clevelandart.org/1973.84/1973.84_web.jpg
Wine Vessel (Hu),Unknown,early 400s BC,1929.984,Metalwork,"China, Warring States period (475-221 BC)",https://openaccess-cdn.clevelandart.org/1929.984/1929.984_web.jpg
Tripod Container with Dragon-Head Handle (Zhadou),Unknown,500s,1983.214,Metalwork,"China, Southern and Northern Dynasties period (386-589)",https://openaccess-cdn.clevelandart.org/1983.214/1983.214_web.jpg
Square Mirror with Two Phoenixes and Floral Sprays,Unknown,960–1127,1995.374,Metalwork,"China, Northern Song dynasty (960-1127)",https://openaccess-cdn.clevelandart.org/1995.374/1995.374_web.jpg
The Autumn Hunt,"Chen Juzhong (Chinese, active c. 1201–1207)",c. 1201–4,1930.314,Painting,"China, Southern Song dynasty (1127-1279)",https://openaccess-cdn.clevelandart.org/1930.314/1930.314_web.jpg
Shallow Basin Supported by a Bird (Bian),Unknown,early 400s BC,1991.8,Metalwork,"China, Warring States period (475-221 BC)",https://openaccess-cdn.clevelandart.org/1991.8/1991.8_web.jpg
Old Pine Tree,"Wen Zhengming (Chinese, 1470–1559)",late 1530s,1964.43,Painting,"China, Ming dynasty (1368–1644)",https://openaccess-cdn.clevelandart.org/1964.43/1964.43_web.jpg
Tripod Cauldron (Ding),Unknown,1200–1100 BC,1960.288,Metalwork,"China, Shang dynasty (c.1600-c.1046 BC)",https://openaccess-cdn.clevelandart.org/1960.288/1960.288_web.jpg
Recumbent Bull,Unknown,700s,1985.74,Sculpture,"China, Tang dynasty (618-907)",https://openaccess-cdn.clevelandart.org/1985.74/1985.74_web.jpg
Herdboys and Buffalo in Landscape,"Guo Min (Chinese, mid-late 1200s)",1200s,1999.216.1,Painting,"China, Qixian, Yuan dynasty (1271-1368)",https://openaccess-cdn.clevelandart.org/1999.216.1/1999.216.1_web.jpg
Herdboys and Buffalo in Landscape,"Guo Min (Chinese, mid-late 1200s)",1200s,1999.216.2,Painting,"China, Qixian, Yuan dynasty (1271-1368)",https://openaccess-cdn.clevelandart.org/1999.216.2/1999.216.2_web.jpg
Libation Cup,Unknown,1662–1722,1920.424,Jade,"China, Qing dynasty (1644-1911), Kangxi reign (1662-1722)",https://openaccess-cdn.clevelandart.org/1920.424/1920.424_web.jpg
Reclining Water Buffalo,Unknown,1642–1722,1962.223,Jade,"China, Qing Dynasty (1644-1911), Kangxi reign (1642-1722)",https://openaccess-cdn.clevelandart.org/1962.223/1962.223_web.jpg
Small Chest with Inner Drawers,Unknown,1700s,1982.117,Furniture and woodwork,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1982.117/1982.117_web.jpg
Jar,Unknown,1200s–1300s,1986.14,Ceramic,"China, Jiangxi province, Jizhou kilns, Southern Song Dynasty (1127–1279) - Yuan Dynasty (1271–1368)",https://openaccess-cdn.clevelandart.org/1986.14/1986.14_web.jpg
Incense Burner (Boshan Lu),Unknown,200–100 BC,1986.46,Metalwork,"China, Western Han dynasty (202 BC-AD 9)",https://openaccess-cdn.clevelandart.org/1986.46/1986.46_web.jpg
Landscapes in Various Styles after Old Masters,"Mei Qing (Chinese, 1623–1697)",1690,1962.157.1,Painting,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1962.157.1/1962.157.1_web.jpg
"Bowl with Poppies, Tree Peony, and Flowering Mimosa",Unknown,1723–35,1964.201,Ceramic,"China, Jiangxi province, Jingdezhen, Qing dynasty (1644-1911), Yongzheng mark and reign (1723-1735)",https://openaccess-cdn.clevelandart.org/1964.201/1964.201_web.jpg
Food Container (Gui),Unknown,600–500 BC,1974.73,Metalwork,"China, Eastern Zhou dynasty (770-256 BC), Spring and Autumn period (770-476 BC)",https://openaccess-cdn.clevelandart.org/1974.73/1974.73_web.jpg
Vase (Meiping) with Waves,Unknown,1200s–1300s,1980.186,Ceramic,"China, Jiangxi province, Yonghezhen, Yuan dynasty (1271-1368)",https://openaccess-cdn.clevelandart.org/1980.186/1980.186_web.jpg
Water and Moon (Potala) Guanyin,Unknown,900–1100,1984.7,Sculpture,"China, Five dynasties (907-960) - Song dynasty (960-1279)",https://openaccess-cdn.clevelandart.org/1984.7/1984.7_web.jpg
Roundback Armchair: Lohan Type,Unknown,1600s-1700s,1955.40.2,Furniture and woodwork,"China, Ming dynasty (1368-1644) or Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1955.40.2/1955.40.2_web.jpg
Flowering Crab Apple,"Shen Zhou (Chinese, 1427–1509)",1500,1997.101,Painting,"China, Ming dynasty (1368–1644)",https://openaccess-cdn.clevelandart.org/1997.101/1997.101_web.jpg
Landscapes in Various Styles after Old Masters,"Mei Qing (Chinese, 1623–1697)",1690,1962.157.4,Painting,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1962.157.4/1962.157.4_web.jpg
Landscapes in Various Styles after Old Masters,"Mei Qing (Chinese, 1623–1697)",1690,1962.157.8,Painting,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1962.157.8/1962.157.8_web.jpg
Set of Ten Ink Cakes with Poems of the Ten Scenes at the West Lake in Cursive Script Style (xingshu),Unknown,1736–95,1942.215,Miscellaneous,"China, Qing dynasty (1644–1911), Qianlong reign (1736–95)",https://openaccess-cdn.clevelandart.org/1942.215/1942.215_web.jpg
"Elephant, Horse, and Hare","Min Zhen (Chinese, 1730-after 1788)",1788,1985.71.1,Painting,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1985.71.1/1985.71.1_web.jpg
Banana Plants,"Min Zhen (Chinese, 1730-after 1788)",1788,1985.71.11,Painting,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1985.71.11/1985.71.11_web.jpg
Cat and Butterfly,"Min Zhen (Chinese, 1730-after 1788)",1788,1985.71.5,Painting,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1985.71.5/1985.71.5_web.jpg
Pipa (Loquats),"Xugu (Chinese, 1823–1896)",c. 1888–89,1999.6,Painting,"China, Yangzhou, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1999.6/1999.6_web.jpg
Landscape after Guo Zhongshu,"Bada Shanren (Chinese, 1626–1705)",mid-1600s-1705,1955.36,Painting,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1955.36/1955.36_web.jpg
Covered Jar,Unknown,1573–1620,1957.62,Ceramic,"China, Jiangxi province, Jingdezhen kilns, Ming dynasty (1368-1644), Wanli reign (1573-1620)",https://openaccess-cdn.clevelandart.org/1957.62/1957.62_web.jpg
Covered Jar,Unknown,1573–1620,1957.62.a,Ceramic,"China, Jiangxi province, Jingdezhen kilns, Ming dynasty (1368-1644), Wanli reign (1573-1620)",https://openaccess-cdn.clevelandart.org/1957.62.a/1957.62.a_web.jpg
Covered Jar (lid),Unknown,1573–1620,1957.62.b,Ceramic,"China, Jiangxi province, Jingdezhen kilns, Ming dynasty (1368-1644), Wanli reign (1573-1620)",https://openaccess-cdn.clevelandart.org/1957.62.b/1957.62.b_web.jpg
"Bowl with Decoration of the ""Three Friends""",Unknown,1426–1435,1953.631,Ceramic,"China, Jiangxi province, Jingdezhen, Ming dynasty (1368-1644), Xuande mark and reign (1426-1435)",https://openaccess-cdn.clevelandart.org/1953.631/1953.631_web.jpg
Stele with Maitreya and Attendants,Unknown,500,1959.130,Sculpture,"China, Northern Wei dynasty (386-534)",https://openaccess-cdn.clevelandart.org/1959.130/1959.130_web.jpg
