Title,Artist,Creation_Date,Accession_Number,Art_Type,Culture,Image,Museum
"Scholar Reclining and Watching Rising Clouds, Poem by Wang Wei","Ma Lin (Chinese, c. 1185–after 1260)",1225–75,1961.421.1,Painting,"China, Southern Song dynasty (1127-1279)",https://openaccess-cdn.clevelandart.org/1961.421.1/1961.421.1_web.jpg,Cleveland Art Museum
The Woodcutter of Luofu,"Chen Ruyan (Chinese, c. 1331–1371)",1366,1964.156,Painting,"China, Yuan dynasty (1271-1368)",https://openaccess-cdn.clevelandart.org/1964.156/1964.156_web.jpg,Cleveland Art Museum
Miniature Mountain with Daoist Paradise,Unknown,1736–95,1941.594,Jade,"China, Qing dynasty (1644–1911), Qianlong reign (1736–95)",https://openaccess-cdn.clevelandart.org/1941.594/1941.594_web.jpg,Cleveland Art Museum
Pair of Boxes in Form of Lotus Leaves,Unknown,1700s,1970.137,Ivory,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1970.137/1970.137_web.jpg,Cleveland Art Museum
"Album of Miscellaneous Subjects, Leaf 10","Fan Qi (Chinese, 1616-aft 1694)",early 1650s,1975.22.10,Painting,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1975.22.10/1975.22.10_web.jpg,Cleveland Art Museum
"Album of Miscellaneous Subjects, Leaf 3","Fan Qi (Chinese, 1616-aft 1694)",early 1650s,1975.22.3,Painting,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1975.22.3/1975.22.3_web.jpg,Cleveland Art Museum
"Album of Miscellaneous Subjects, Leaf 4","Fan Qi (Chinese, 1616-aft 1694)",early 1650s,1975.22.4,Painting,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1975.22.4/1975.22.4_web.jpg,Cleveland Art Museum
"Album of Miscellaneous Subjects, Leaf 5","Fan Qi (Chinese, 1616-aft 1694)",early 1650s,1975.22.5,Painting,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1975.22.5/1975.22.5_web.jpg,Cleveland Art Museum
"Album of Miscellaneous Subjects, Leaf 6","Fan Qi (Chinese, 1616-aft 1694)",early 1650s,1975.22.6,Painting,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1975.22.6/1975.22.6_web.jpg,Cleveland Art Museum
"Album of Miscellaneous Subjects, Leaf 7","Fan Qi (Chinese, 1616-aft 1694)",early 1650s,1975.22.7,Painting,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1975.22.7/1975.22.7_web.jpg,Cleveland Art Museum
Listening to the Qin,"Tang Yin (Chinese, 1470–1523)",late 1400s–early 1500s,1977.199,Painting,"China, Ming dynasty (1368–1644)",https://openaccess-cdn.clevelandart.org/1977.199/1977.199_web.jpg,Cleveland Art Museum
Li Tieguai; Liu Haichan,Unknown,1300s,1982.29,Painting,"China, Yuan dynasty (1271-1368)",https://openaccess-cdn.clevelandart.org/1982.29/1982.29_web.jpg,Cleveland Art Museum
Bodhisattva,Unknown,700s,1929.981,Sculpture,"China, Hebei province, Tang dynasty (618-907)",https://openaccess-cdn.clevelandart.org/1929.981/1929.981_web.jpg,Cleveland Art Museum
Bodhisattva Guanyin,Unknown,900s,1976.14,Sculpture,"China, Liao dynasty (916-1125)",https://openaccess-cdn.clevelandart.org/1976.14/1976.14_web.jpg,Cleveland Art Museum
Landscapes in Various Styles after Old Masters,"Mei Qing (Chinese, 1623–1697)",1690,1962.157.10,Painting,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1962.157.10/1962.157.10_web.jpg,Cleveland Art Museum
Herdboys and Buffalo in Landscapes,"Guo Min (Chinese, mid-late 1200s)",1200s,1999.216,Painting,"China, Qixian, Yuan dynasty (1271-1368)",https://openaccess-cdn.clevelandart.org/1999.216/1999.216_web.jpg,Cleveland Art Museum
Layered Peaks and Splashing Waterfall: Portrait of Hua Yan as a Young Man,"Hua Yan (Chinese, 1682–c. 1765)",1705,2001.120,Painting,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/2001.120/2001.120_web.jpg,Cleveland Art Museum
Shakyamuni Triad: Buddha Attended by Manjushri and Samantabhadra,Unknown,late 1300s,2009.342,Painting,"China, Fuzhou, Fujian Province, Yuan dynasty (1271-1368)",https://openaccess-cdn.clevelandart.org/2009.342/2009.342_web.jpg,Cleveland Art Museum
Shakyamuni Triad: Buddha Attended by Manjushri and Samantabhadra (Bodhisattva with Lion),Unknown,late 1300s,2009.342.1,Painting,"China, Fuzhou, Fujian Province, Yuan dynasty (1271-1368)",https://openaccess-cdn.clevelandart.org/2009.342.1/2009.342.1_web.jpg,Cleveland Art Museum
Shakyamuni Triad: Buddha Attended by Manjushri and Samantabhadra (Buddha),Unknown,late 1300s,2009.342.2,Painting,"China, Fuzhou, Fujian Province, Yuan dynasty (1271-1368)",https://openaccess-cdn.clevelandart.org/2009.342.2/2009.342.2_web.jpg,Cleveland Art Museum
Shakyamuni Triad: Buddha Attended by Manjushri and Samantabhadra (Bodhisattva with Elephant),Unknown,late 1300s,2009.342.3,Painting,"China, Fuzhou, Fujian Province, Yuan dynasty (1271-1368)",https://openaccess-cdn.clevelandart.org/2009.342.3/2009.342.3_web.jpg,Cleveland Art Museum
Bodhisattva Guanyin,Unknown,late 500s-early 600s,1962.162,Sculpture,"China, late Northern Qi (550-577) or early Sui dynasty (581-618)",https://openaccess-cdn.clevelandart.org/1962.162/1962.162_web.jpg,Cleveland Art Museum
Phoenix-Headed Ewer,Unknown,1000s,1965.468,Ceramic,"China, possibly Guangdong province, Xicun, Northern Song dynasty (960-1127)",https://openaccess-cdn.clevelandart.org/1965.468/1965.468_web.jpg,Cleveland Art Museum
Shakyamuni as an Ascetic,Unknown,early 1300s,1966.116,Sculpture,"China, Yuan dynasty (1271-1368)",https://openaccess-cdn.clevelandart.org/1966.116/1966.116_web.jpg,Cleveland Art Museum
Chicken-Headed Ewer,Unknown,AD 220–589,1973.84,Ceramic,"China, Zhejiang province, Southern Dynasties period (420-589)",https://openaccess-cdn.clevelandart.org/1973.84/1973.84_web.jpg,Cleveland Art Museum
Wine Vessel (Hu),Unknown,early 400s BC,1929.984,Metalwork,"China, Warring States period (475-221 BC)",https://openaccess-cdn.clevelandart.org/1929.984/1929.984_web.jpg,Cleveland Art Museum
Tripod Container with Dragon-Head Handle (Zhadou),Unknown,500s,1983.214,Metalwork,"China, Southern and Northern Dynasties period (386-589)",https://openaccess-cdn.clevelandart.org/1983.214/1983.214_web.jpg,Cleveland Art Museum
Square Mirror with Two Phoenixes and Floral Sprays,Unknown,960–1127,1995.374,Metalwork,"China, Northern Song dynasty (960-1127)",https://openaccess-cdn.clevelandart.org/1995.374/1995.374_web.jpg,Cleveland Art Museum
The Autumn Hunt,"Chen Juzhong (Chinese, active c. 1201–1207)",c. 1201–4,1930.314,Painting,"China, Southern Song dynasty (1127-1279)",https://openaccess-cdn.clevelandart.org/1930.314/1930.314_web.jpg,Cleveland Art Museum
Shallow Basin Supported by a Bird (Bian),Unknown,early 400s BC,1991.8,Metalwork,"China, Warring States period (475-221 BC)",https://openaccess-cdn.clevelandart.org/1991.8/1991.8_web.jpg,Cleveland Art Museum
Old Pine Tree,"Wen Zhengming (Chinese, 1470–1559)",late 1530s,1964.43,Painting,"China, Ming dynasty (1368–1644)",https://openaccess-cdn.clevelandart.org/1964.43/1964.43_web.jpg,Cleveland Art Museum
Tripod Cauldron (Ding),Unknown,1200–1100 BC,1960.288,Metalwork,"China, Shang dynasty (c.1600-c.1046 BC)",https://openaccess-cdn.clevelandart.org/1960.288/1960.288_web.jpg,Cleveland Art Museum
Recumbent Bull,Unknown,700s,1985.74,Sculpture,"China, Tang dynasty (618-907)",https://openaccess-cdn.clevelandart.org/1985.74/1985.74_web.jpg,Cleveland Art Museum
Herdboys and Buffalo in Landscape,"Guo Min (Chinese, mid-late 1200s)",1200s,1999.216.1,Painting,"China, Qixian, Yuan dynasty (1271-1368)",https://openaccess-cdn.clevelandart.org/1999.216.1/1999.216.1_web.jpg,Cleveland Art Museum
Herdboys and Buffalo in Landscape,"Guo Min (Chinese, mid-late 1200s)",1200s,1999.216.2,Painting,"China, Qixian, Yuan dynasty (1271-1368)",https://openaccess-cdn.clevelandart.org/1999.216.2/1999.216.2_web.jpg,Cleveland Art Museum
Libation Cup,Unknown,1662–1722,1920.424,Jade,"China, Qing dynasty (1644-1911), Kangxi reign (1662-1722)",https://openaccess-cdn.clevelandart.org/1920.424/1920.424_web.jpg,Cleveland Art Museum
Reclining Water Buffalo,Unknown,1642–1722,1962.223,Jade,"China, Qing Dynasty (1644-1911), Kangxi reign (1642-1722)",https://openaccess-cdn.clevelandart.org/1962.223/1962.223_web.jpg,Cleveland Art Museum
Small Chest with Inner Drawers,Unknown,1700s,1982.117,Furniture and woodwork,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1982.117/1982.117_web.jpg,Cleveland Art Museum
Jar,Unknown,1200s–1300s,1986.14,Ceramic,"China, Jiangxi province, Jizhou kilns, Southern Song Dynasty (1127–1279) - Yuan Dynasty (1271–1368)",https://openaccess-cdn.clevelandart.org/1986.14/1986.14_web.jpg,Cleveland Art Museum
